Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
Bagging_SVM_Best,Bagging SVM,0.7738095238095238,0.7813666184539187,0.7738095238095238,0.7719598679912285,0.7367205542725174,0.7451591772821692,0.7367205542725174,0.7342937319680289,4.500231027603149
