Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
AdaBoost_SVM_Best,AdaBoost SVM,0.8224206349206349,0.8320090847056063,0.8224206349206349,0.8206734120901724,0.7090069284064665,0.7296312545507773,0.7090069284064665,0.7062277471922931,27.376672744750977
