Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Processing Time (s)
ANN_PCA_n_components-5,ANN,0.806548067162403,0.8153288668443869,0.806548067162403,0.8050719693639973,0.7321485148514851,0.7423115374244903,0.7321485148514851,0.7285900344384809,(tidak tersedia),26.44
ANN_MUTUAL_INFO_n_features-9,ANN,0.796625123246021,0.8078405459447685,0.796625123246021,0.7960607237702932,0.7321089108910891,0.7436506499912223,0.7321089108910891,0.7301785371270222,"r, g, R/Gratio, G/Bratio, H, S, cL, ca, cb",27.66
ANN_MUTUAL_INFO_n_features-5,ANN,0.7982798983918519,0.8065952885002178,0.7982798983918519,0.7972682331610289,0.7301386138613861,0.740484897891031,0.7301386138613861,0.7279601081904558,"R/Gratio, G/Bratio, H, cL, cb",28.76
ANN_MUTUAL_INFO_n_features-11,ANN,0.7994929306568103,0.8093844309162224,0.7994929306568103,0.798928025483368,0.7271683168316831,0.7413807312512486,0.7271683168316831,0.7250495169508363,"R, G, r, g, R/Gratio, G/Bratio, H, S, cL, ca, cb",25.92
ANN_PCA_n_components-7,ANN,0.8039008883427478,0.8130981191524199,0.8039008883427478,0.803027416923876,0.7242079207920792,0.7349629755425237,0.7242079207920792,0.7218077264748677,(tidak tersedia),24.34
ANN_PCA_n_components-8,ANN,0.8087522888546742,0.8169278229562511,0.8087522888546742,0.8080825453113871,0.7241980198019802,0.7355573276371804,0.7241980198019802,0.7228424145768575,(tidak tersedia),27.25
ANN_PCA_n_components-4,ANN,0.7972896803617483,0.8054258380754108,0.7972896803617483,0.7963330367534102,0.7241881188118813,0.7338538772364024,0.7241881188118813,0.7218759362670659,(tidak tersedia),24.24
ANN_PCA_n_components-14,ANN,0.8033511989470055,0.810939556902631,0.8033511989470055,0.8025092326595751,0.7241881188118812,0.7351439907512514,0.7241881188118812,0.7214673933138892,(tidak tersedia),27.68
ANN_PCA_n_components-11,ANN,0.8066572279237842,0.818898316307086,0.8066572279237842,0.8062920339812069,0.7222277227722772,0.7364153187777799,0.7222277227722772,0.7208860116595266,(tidak tersedia),29.97
ANN_PCA_n_components-12,ANN,0.801255773742162,0.8111609460272415,0.801255773742162,0.8005847774025077,0.7212475247524752,0.7322307920864903,0.7212475247524752,0.7190671388196973,(tidak tersedia),28.17
ANN_MUTUAL_INFO_n_features-13,ANN,0.7973981125752225,0.8083608748180542,0.7973981125752225,0.7972481871582064,0.7212376237623762,0.7358275749456996,0.7212376237623762,0.7192865813046542,"R, G, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",22.98
ANN_PCA_n_components-9,ANN,0.8024679560345623,0.8104529761678622,0.8024679560345623,0.8018045971394392,0.7212376237623762,0.732705313095271,0.7212376237623762,0.7191783004997825,(tidak tersedia),26.12
ANN_MUTUAL_INFO_n_features-6,ANN,0.7964081373944213,0.808143596571872,0.7964081373944213,0.7958163493289724,0.7202574257425743,0.7314122160699847,0.7202574257425743,0.7182044291794777,"R/Gratio, G/Bratio, H, S, cL, ca",31.96
