Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
AdaBoost_DT_Best,AdaBoost DT,0.8224206349206349,0.8289781905164996,0.8224206349206349,0.8208590539441583,0.7344110854503464,0.7440992504966356,0.7344110854503464,0.7319278511231171,0.9273123741149902
