Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
ANN_Best,ANN,0.8313492063492064,0.8391942968879014,0.8313492063492064,0.8310002089443372,0.6766743648960739,0.67699344343037,0.6766743648960739,0.6740327150138461,5.993317127227783
