Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
AdaBoost_SVM_Best,AdaBoost SVM,0.8204365079365079,0.8305668375900083,0.8204365079365079,0.8187390801687967,0.7159353348729792,0.7313227394881173,0.7159353348729792,0.710525453825927,18.567676067352295
