Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
ANN_Best,ANN,0.8234126984126984,0.8297921922381489,0.8234126984126984,0.8221264551922574,0.7182448036951501,0.7292426027759055,0.7182448036951501,0.7145229346036448,1.3690707683563232
