Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Processing Time (s)
BAGGING SVM_MUTUAL_INFO_n_features-4,Bagging SVM,0.8289238376018145,0.8348223026330048,0.8289238376018145,0.8275359327336946,0.7152574257425741,0.7247060251789776,0.7152574257425741,0.7111942631774113,"R/Gratio, G/Bratio, S, cL",12.14
BAGGING SVM_MUTUAL_INFO_n_features-3,Bagging SVM,0.8215383046204507,0.8296287941546568,0.8215383046204507,0.8205045546743325,0.7142970297029703,0.7256045505494699,0.7142970297029703,0.7118163104517254,"R/Gratio, G/Bratio, cL",14.88
BAGGING SVM_MUTUAL_INFO_n_features-9,Bagging SVM,0.8304671449178926,0.8365285321961651,0.8304671449178926,0.8290577582392903,0.7103069306930693,0.7275691679742631,0.7103069306930693,0.7054635579728119,"G, g, R/Gratio, G/Bratio, H, S, cL, ca, cb",12.37
BAGGING SVM_MUTUAL_INFO_n_features-8,Bagging SVM,0.8304671449178926,0.8363005647368155,0.8304671449178926,0.829082851813439,0.7093267326732673,0.7253990608497941,0.7093267326732673,0.7044915308900872,"g, R/Gratio, G/Bratio, H, S, cL, ca, cb",11.96
BAGGING SVM_MUTUAL_INFO_n_features-5,Bagging SVM,0.8295853591012634,0.8350530631323947,0.8295853591012634,0.8283013711101782,0.7093069306930693,0.7202967977869675,0.7093069306930693,0.705100397187292,"R/Gratio, G/Bratio, H, cL, cb",12.09
BAGGING SVM_MUTUAL_INFO_n_features-12,Bagging SVM,0.8304671449178926,0.8364097766437724,0.8304671449178926,0.8290893524901775,0.7083267326732673,0.7264272957251584,0.7083267326732673,0.703425396014542,"R, G, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",12.85
BAGGING SVM_MUTUAL_INFO_n_features-10,Bagging SVM,0.8304671449178926,0.8364140286585446,0.8304671449178926,0.8290803809597754,0.7083267326732673,0.7259556603179106,0.7083267326732673,0.7034222198827806,"R, G, g, R/Gratio, G/Bratio, H, S, cL, ca, cb",12.26
BAGGING SVM_MUTUAL_INFO_n_features-11,Bagging SVM,0.8304671449178926,0.8364097766437724,0.8304671449178926,0.8290893524901775,0.7073366336633662,0.7256171844720976,0.7073366336633662,0.7024980055494245,"R, G, r, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",12.6
BAGGING SVM_MUTUAL_INFO_n_features-6,Bagging SVM,0.830026252009578,0.8354925147660156,0.830026252009578,0.828787100494466,0.7033663366336633,0.7163546075278178,0.7033663366336633,0.6987899188659781,"R/Gratio, G/Bratio, H, S, cL, ca",11.81
BAGGING SVM_MUTUAL_INFO_n_features-13,Bagging SVM,0.8304671449178926,0.8364711545776922,0.8304671449178926,0.8290333263042223,0.6993960396039604,0.7202613737384879,0.6993960396039604,0.6948761596933968,"R, G, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",13.14
BAGGING SVM_MUTUAL_INFO_n_features-7,Bagging SVM,0.8301365055928194,0.8352426726472494,0.8301365055928194,0.8288676921767901,0.6954356435643564,0.7082968767419281,0.6954356435643564,0.6905480690299143,"R/Gratio, G/Bratio, H, S, cL, ca, cb",11.89
BAGGING SVM_PCA_n_components-5,Bagging SVM,0.8304671449178926,0.8361311725007672,0.8304671449178926,0.8290909792258206,0.6934554455445544,0.7164099953125423,0.6934554455445544,0.6884830448588521,(tidak tersedia),12.52
BAGGING SVM_MUTUAL_INFO_n_features-14,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",22.75
BAGGING SVM_PCA_n_components-6,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),12.54
BAGGING SVM_PCA_n_components-7,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),12.7
BAGGING SVM_PCA_n_components-8,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),12.74
BAGGING SVM_PCA_n_components-9,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),13.04
BAGGING SVM_PCA_n_components-10,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),12.96
BAGGING SVM_PCA_n_components-11,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),13.21
BAGGING SVM_PCA_n_components-12,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),13.58
BAGGING SVM_PCA_n_components-13,Bagging SVM,0.8304671449178926,0.8360600954933475,0.8304671449178926,0.8290939925491141,0.6924653465346534,0.716223726382472,0.6924653465346534,0.6876403882725615,(tidak tersedia),13.36
