Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
AdaBoost_DT_Best,AdaBoost DT,0.8253968253968254,0.8334335997090987,0.8253968253968254,0.8238478361909023,0.7159353348729792,0.7247826337008557,0.7159353348729792,0.7129189598133321,0.3792757987976074
