Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
ANN_Best,ANN,0.7281746031746031,0.7429909912480267,0.7281746031746031,0.7320386702488837,0.6974595842956121,0.709712628690821,0.6974595842956121,0.7007539810147465,2.111366033554077
