Feature Group,Model,Fold,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Val Accuracy,Val Precision,Val Recall,Val F1-Score,Duration (s)
ANN_Best,ANN,Average,0.8339951381569681,0.8429424428936636,0.8339951381569681,0.8336903929897531,0.7361386138613861,0.7454990635102887,0.7361386138613861,0.7346312526601249,6.240473651885987
ANN_Best,ANN,1,0.836824696802646,0.8487179384565513,0.836824696802646,0.8363975946928167,0.7524752475247525,0.7655303991937655,0.7524752475247525,0.7540540079832947,6.5435943603515625
ANN_Best,ANN,2,0.8423373759647188,0.8488140551623404,0.8423373759647188,0.8419248353048245,0.6831683168316832,0.7137713771377138,0.6831683168316832,0.6835809176088905,6.203567743301392
ANN_Best,ANN,3,0.8280044101433297,0.8404978946555217,0.8280044101433297,0.8287745970174718,0.7425742574257426,0.7462188283510296,0.7425742574257426,0.7432070588011181,6.103613615036011
ANN_Best,ANN,4,0.8390297684674752,0.8459400064897585,0.8390297684674752,0.838833156028773,0.7227722772277227,0.7263235509294192,0.7227722772277227,0.7139073397755858,6.456114053726196
ANN_Best,ANN,5,0.8269018743109151,0.8369203054110081,0.8269018743109151,0.8260094769326785,0.7920792079207921,0.7926288113211977,0.7920792079207921,0.7910976152560311,6.590245008468628
ANN_Best,ANN,6,0.8357221609702316,0.84464070454933,0.8357221609702316,0.8347008807320756,0.6633663366336634,0.6732558343381063,0.6633663366336634,0.6613644116222024,6.664029598236084
ANN_Best,ANN,7,0.8357221609702316,0.8419211987174331,0.8357221609702316,0.8353979468745696,0.7227722772277227,0.7258851022113537,0.7227722772277227,0.7194528094246467,6.358699321746826
ANN_Best,ANN,8,0.8313120176405733,0.8391736309044785,0.8313120176405733,0.8311744527366183,0.7821782178217822,0.8121622601820623,0.7821782178217822,0.787254552840099,5.862947702407837
ANN_Best,ANN,9,0.829295154185022,0.8405509010468792,0.829295154185022,0.8289659682331755,0.75,0.7528650162956799,0.75,0.7461354520087516,5.818188190460205
ANN_Best,ANN,10,0.8348017621145375,0.8422477935433362,0.8348017621145375,0.8347250213445273,0.75,0.7463494551425586,0.75,0.7462583612806276,5.803736925125122
