Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features
ADABOOST SVM_VARIANCE_threshold-0.001,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"R, G, B, r, b, G/Bratio, H, S, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.005,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"R, G, B, G/Bratio, H, S, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.01,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"R, G, B, G/Bratio, H, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.02,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"R, G, B, G/Bratio, H, cL, ca, cb"
ADABOOST SVM_VARIANCE_threshold-0.05,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"R, G, B, H, cL, ca, cb"
ADABOOST SVM_PCA_n_components-3,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2"
ADABOOST SVM_PCA_n_components-4,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3"
ADABOOST SVM_PCA_n_components-5,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4"
ADABOOST SVM_PCA_n_components-6,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5"
ADABOOST SVM_PCA_n_components-7,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6"
ADABOOST SVM_PCA_n_components-8,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7"
ADABOOST SVM_PCA_n_components-9,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8"
ADABOOST SVM_PCA_n_components-10,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9"
ADABOOST SVM_PCA_n_components-11,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10"
ADABOOST SVM_PCA_n_components-12,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10, pca_component_11"
ADABOOST SVM_PCA_n_components-13,AdaBoost SVM,0.32043650793650796,0.17241558093007367,0.32043650793650796,0.2234077105578408,0.23556581986143188,0.12471291974964616,0.23556581986143188,0.15928192738472588,"pca_component_0, pca_component_1, pca_component_2, pca_component_3, pca_component_4, pca_component_5, pca_component_6, pca_component_7, pca_component_8, pca_component_9, pca_component_10, pca_component_11, pca_component_12"
