Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
Bagging_SVM_Best,Bagging SVM,0.8273809523809523,0.8347335753708414,0.8273809523809523,0.8257207887119254,0.7020785219399538,0.7129354489307272,0.7020785219399538,0.6959436374695974,3.3026461601257324
