Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Processing Time (s)
ANN_PCA_n_components-5,ANN,0.806548067162403,0.8153288668443869,0.806548067162403,0.8050719693639973,0.7321485148514851,0.7423115374244903,0.7321485148514851,0.7285900344384809,(tidak tersedia),25.75
ANN_MUTUAL_INFO_n_features-9,ANN,0.796625123246021,0.8078405459447685,0.796625123246021,0.7960607237702932,0.7321089108910891,0.7436506499912223,0.7321089108910891,0.7301785371270222,"r, g, R/Gratio, G/Bratio, H, S, cL, ca, cb",25.67
ANN_MUTUAL_INFO_n_features-4,ANN,0.797948773368174,0.8078770727173697,0.797948773368174,0.7971616489730187,0.7281782178217822,0.7418388718549356,0.7281782178217822,0.7266520295786394,"R/Gratio, G/Bratio, H, cL",30.42
ANN_PCA_n_components-7,ANN,0.8039008883427478,0.8130981191524199,0.8039008883427478,0.803027416923876,0.7242079207920792,0.7349629755425237,0.7242079207920792,0.7218077264748677,(tidak tersedia),24.27
ANN_PCA_n_components-8,ANN,0.8087522888546742,0.8169278229562511,0.8087522888546742,0.8080825453113871,0.7241980198019802,0.7355573276371804,0.7241980198019802,0.7228424145768575,(tidak tersedia),26.76
ANN_PCA_n_components-4,ANN,0.7972896803617483,0.8054258380754108,0.7972896803617483,0.7963330367534102,0.7241881188118813,0.7338538772364024,0.7241881188118813,0.7218759362670659,(tidak tersedia),22.82
ANN_PCA_n_components-14,ANN,0.8033511989470055,0.810939556902631,0.8033511989470055,0.8025092326595751,0.7241881188118812,0.7351439907512514,0.7241881188118812,0.7214673933138892,(tidak tersedia),27.63
ANN_PCA_n_components-11,ANN,0.8066572279237842,0.818898316307086,0.8066572279237842,0.8062920339812069,0.7222277227722772,0.7364153187777799,0.7222277227722772,0.7208860116595266,(tidak tersedia),28.35
ANN_PCA_n_components-12,ANN,0.801255773742162,0.8111609460272415,0.801255773742162,0.8005847774025077,0.7212475247524752,0.7322307920864903,0.7212475247524752,0.7190671388196973,(tidak tersedia),26.55
ANN_MUTUAL_INFO_n_features-13,ANN,0.7973981125752225,0.8083608748180542,0.7973981125752225,0.7972481871582064,0.7212376237623762,0.7358275749456996,0.7212376237623762,0.7192865813046542,"R, G, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",20.66
ANN_PCA_n_components-9,ANN,0.8024679560345623,0.8104529761678622,0.8024679560345623,0.8018045971394392,0.7212376237623762,0.732705313095271,0.7212376237623762,0.7191783004997825,(tidak tersedia),24.72
ANN_MUTUAL_INFO_n_features-5,ANN,0.7976195911389146,0.8076033813664178,0.7976195911389146,0.7969827778981785,0.7202574257425742,0.7302703678299731,0.7202574257425742,0.7177170984547466,"R/Gratio, G/Bratio, H, S, cL",29.69
ANN_MUTUAL_INFO_n_features-12,ANN,0.8032404596651593,0.813329255767016,0.8032404596651593,0.8028189575395057,0.7202475247524752,0.7295998810543092,0.7202475247524752,0.7182643376944318,"R, G, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",22.72
ANN_PCA_n_components-3,ANN,0.7948620373113668,0.8051877652931765,0.7948620373113668,0.7946623130472473,0.7202376237623762,0.734066294764837,0.7202376237623762,0.7182729327837196,(tidak tersedia),26.84
ANN_MUTUAL_INFO_n_features-6,ANN,0.799713316398642,0.8084047999269164,0.799713316398642,0.7988960942530628,0.7192475247524752,0.729918918222799,0.7192475247524752,0.7181116975605175,"R/Gratio, G/Bratio, H, S, cL, cb",29.87
ANN_PCA_n_components-10,ANN,0.8059980134927072,0.813692417603237,0.8059980134927072,0.8052605766933592,0.7192079207920792,0.7289974766116079,0.7192079207920792,0.7172177864343923,(tidak tersedia),25.98
ANN_MUTUAL_INFO_n_features-11,ANN,0.7969579482148147,0.8077766352055601,0.7969579482148147,0.7963957073594875,0.7182475247524752,0.7318272561349723,0.7182475247524752,0.7160642987236752,"G, r, g, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",23.04
ANN_MUTUAL_INFO_n_features-14,ANN,0.7961842303377062,0.8056719428731067,0.7961842303377062,0.7957684852473206,0.7182475247524752,0.7286312616280874,0.7182475247524752,0.7164936779632771,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",26.28
ANN_MUTUAL_INFO_n_features-10,ANN,0.8003745950487886,0.8081634798907789,0.8003745950487886,0.7999759030406972,0.7172574257425742,0.7279169610825768,0.7172574257425742,0.7151697372319463,"G, r, g, R/Gratio, G/Bratio, H, S, cL, ca, cb",23.81
ANN_PCA_n_components-6,ANN,0.7998236914065346,0.8105346450215111,0.7998236914065346,0.7990523222252797,0.7162871287128713,0.7300234253261817,0.7162871287128713,0.7136301159088171,(tidak tersedia),24.05
ANN_MUTUAL_INFO_n_features-8,ANN,0.8029094560661327,0.8135919821288947,0.8029094560661327,0.8022510611058907,0.7162673267326732,0.7296976247311213,0.7162673267326732,0.7146256108409028,"R, R/Gratio, G/Bratio, H, S, cL, ca, cb",26.03
ANN_PCA_n_components-13,ANN,0.8026900417215102,0.8127486942606759,0.8026900417215102,0.8020720845879417,0.7162673267326732,0.726253910247339,0.7162673267326732,0.7136627379144704,(tidak tersedia),24.73
ANN_MUTUAL_INFO_n_features-3,ANN,0.7964060731753517,0.8042638870506478,0.7964060731753517,0.7953205638045466,0.7162574257425742,0.7272101951585042,0.7162574257425742,0.7142165568376918,"R/Gratio, G/Bratio, cL",34.01
