Feature Group,Model,Fold,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Val Accuracy,Val Precision,Val Recall,Val F1-Score,Duration (s)
AdaBoost_SVM_Best,AdaBoost SVM,Average,0.8279315553526414,0.8389017581431227,0.8279315553526414,0.8263382566708918,0.7073465346534654,0.7272819959671609,0.7073465346534654,0.7022419260398415,14.708068251609802
AdaBoost_SVM_Best,AdaBoost SVM,1,0.8191841234840133,0.8307303545240955,0.8191841234840133,0.817315548464993,0.7326732673267327,0.7428321779546376,0.7326732673267327,0.7311044701384315,15.04162049293518
AdaBoost_SVM_Best,AdaBoost SVM,2,0.8280044101433297,0.8390497298478952,0.8280044101433297,0.8266754966442422,0.7029702970297029,0.7221241009549871,0.7029702970297029,0.6927222055299878,14.679536819458008
AdaBoost_SVM_Best,AdaBoost SVM,3,0.824696802646086,0.8351044724049329,0.824696802646086,0.8233486671755714,0.7623762376237624,0.7614607716031069,0.7623762376237624,0.7605000001902646,14.820449113845825
AdaBoost_SVM_Best,AdaBoost SVM,4,0.8335170893054025,0.8451154259544341,0.8335170893054025,0.8325022961826178,0.6336633663366337,0.6566663877013887,0.6336633663366337,0.6233579335163117,14.743698120117188
AdaBoost_SVM_Best,AdaBoost SVM,5,0.8302094818081588,0.8440421819646324,0.8302094818081588,0.8291795813082845,0.693069306930693,0.7224088172364035,0.693069306930693,0.6931524997369961,14.555762767791748
AdaBoost_SVM_Best,AdaBoost SVM,6,0.8313120176405733,0.8421719796429883,0.8313120176405733,0.8288875873474021,0.7128712871287128,0.7378987898789878,0.7128712871287128,0.7123575901645192,14.629347085952759
AdaBoost_SVM_Best,AdaBoost SVM,7,0.8224917309812569,0.8334616169417284,0.8224917309812569,0.8208234736618332,0.7425742574257426,0.7637192821666459,0.7425742574257426,0.7419725055212288,14.807644128799438
AdaBoost_SVM_Best,AdaBoost SVM,8,0.8291069459757442,0.8378707738037137,0.8291069459757442,0.8271973057195119,0.6732673267326733,0.6831613687684559,0.6732673267326733,0.6703534895884632,14.507840394973755
AdaBoost_SVM_Best,AdaBoost SVM,9,0.8314977973568282,0.8417496028448148,0.8314977973568282,0.8299172138146095,0.69,0.7341034571723426,0.69,0.6757472112310822,14.6834135055542
AdaBoost_SVM_Best,AdaBoost SVM,10,0.829295154185022,0.8397214435019921,0.829295154185022,0.8275353963898524,0.73,0.7484448062346536,0.73,0.7211513547811294,14.611370086669922
