Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
AdaBoost_DT_Best,AdaBoost DT,0.8273809523809523,0.8360825124149683,0.8273809523809523,0.8258284128887681,0.7113163972286374,0.7210277721734447,0.7113163972286374,0.7095338769833988,0.1909315586090088
