Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
ANN_Best,ANN,0.7202380952380952,0.734465581176585,0.7202380952380952,0.7216167811888471,0.7066974595842956,0.7224593793284616,0.7066974595842956,0.7102685299901716,3.274742841720581
