Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Duration (s)
AdaBoost_SVM_Best,AdaBoost SVM,0.8253968253968254,0.8362344354513559,0.8253968253968254,0.8235032079365779,0.7020785219399538,0.7166750103746101,0.7020785219399538,0.6938489140123986,19.04051184654236
