Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Processing Time (s),Sumber,Jumlah Fitur
Full,Bagging SVM,0.6234582712043869,0.6570511378275639,0.6234582712043869,0.632868222673702,0.5953069306930694,0.6338832560079254,0.5953069306930694,0.6046557534645837,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",13.05,Gabungan Fitur,14
BAGGING SVM_MUTUAL_INFO_n_features-14,Bagging SVM,0.6234582712043869,0.6570511378275639,0.6234582712043869,0.632868222673702,0.5953069306930694,0.6338832560079254,0.5953069306930694,0.6046557534645837,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",13.5,Algoritma,14
RGB_HSV_R/Gratio,Bagging SVM,0.6238977070168877,0.6510825343008054,0.6238977070168877,0.6308516188903316,0.5943168316831683,0.626365161010623,0.5943168316831683,0.6009824001072758,"R, G, B, R/Gratio, H, S, V",12.17,Gabungan Fitur,7
rgb_HSV_R/Gratio,Bagging SVM,0.6238977070168877,0.6510825343008054,0.6238977070168877,0.6308516188903316,0.5943168316831683,0.626365161010623,0.5943168316831683,0.6009824001072758,"r, g, b, R/Gratio, H, S, V",12.27,Gabungan Fitur,7
RGB_G/Bratio,Bagging SVM,0.618605656445949,0.6518188746515323,0.618605656445949,0.6270850212328574,0.5933465346534654,0.6311698493945015,0.5933465346534654,0.6007990184519414,"R, G, B, G/Bratio",12.0,Gabungan Fitur,4
rgb_G/Bratio,Bagging SVM,0.618605656445949,0.6518188746515323,0.618605656445949,0.6270850212328574,0.5933465346534654,0.6311698493945015,0.5933465346534654,0.6007990184519414,"r, g, b, G/Bratio",11.99,Gabungan Fitur,4
RGB_HSV_CLab_R/Gratio_G/Bratio,Bagging SVM,0.6187172457003532,0.6536328476170264,0.6187172457003532,0.6289041770757964,0.5903663366336634,0.6300277497982403,0.5903663366336634,0.600649731058936,"R, G, B, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",12.79,Gabungan Fitur,11
rgb_HSV_CLab_R/Gratio_G/Bratio,Bagging SVM,0.6187172457003532,0.6536328476170264,0.6187172457003532,0.6289041770757964,0.5903663366336634,0.6300277497982403,0.5903663366336634,0.600649731058936,"r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",12.6,Gabungan Fitur,11
RGB_rgb_HSV_CLab_R/Gratio,Bagging SVM,0.6237875748582974,0.6538868650408122,0.6237875748582974,0.6317317483454704,0.5903366336633663,0.6263806948725508,0.5903366336633663,0.5981196714068137,"R, G, B, r, g, b, R/Gratio, H, S, V, cL, ca, cb",13.16,Gabungan Fitur,13
RGB_HSV_CLab_R/Gratio,Bagging SVM,0.6179461991655699,0.6494608270046364,0.6179461991655699,0.6270106560569794,0.5903366336633663,0.6248307202630228,0.5903366336633663,0.5989889928226072,"R, G, B, R/Gratio, H, S, V, cL, ca, cb",12.66,Gabungan Fitur,10
rgb_HSV_CLab_R/Gratio,Bagging SVM,0.6179461991655699,0.6494608270046364,0.6179461991655699,0.6270106560569794,0.5903366336633663,0.6248307202630228,0.5903366336633663,0.5989889928226072,"r, g, b, R/Gratio, H, S, V, cL, ca, cb",12.57,Gabungan Fitur,10
HSV_CLab_R/Gratio_G/Bratio,Bagging SVM,0.6063735799387049,0.6454614673892944,0.6063735799387049,0.618412251936648,0.5883861386138614,0.6303139329929184,0.5883861386138614,0.5990516023811351,"R/Gratio, G/Bratio, H, S, V, cL, ca, cb",12.44,Gabungan Fitur,8
RGB_HSV_G/Bratio,Bagging SVM,0.6156312381914527,0.6494305552570883,0.6156312381914527,0.6254157749153164,0.5864059405940594,0.6258507190646719,0.5864059405940594,0.5962005088989076,"R, G, B, G/Bratio, H, S, V",11.96,Gabungan Fitur,7
rgb_HSV_G/Bratio,Bagging SVM,0.6156312381914527,0.6494305552570883,0.6156312381914527,0.6254157749153164,0.5864059405940594,0.6258507190646719,0.5864059405940594,0.5962005088989076,"r, g, b, G/Bratio, H, S, V",12.16,Gabungan Fitur,7
RGB_HSV_CLab_G/Bratio,Bagging SVM,0.6121043377742376,0.6472611762036667,0.6121043377742376,0.6228013690390819,0.5863960396039604,0.628005184915404,0.5863960396039604,0.5965505438941034,"R, G, B, G/Bratio, H, S, V, cL, ca, cb",12.49,Gabungan Fitur,10
rgb_HSV_CLab_G/Bratio,Bagging SVM,0.6121043377742376,0.6472611762036667,0.6121043377742376,0.6228013690390819,0.5863960396039604,0.628005184915404,0.5863960396039604,0.5965505438941034,"r, g, b, G/Bratio, H, S, V, cL, ca, cb",12.42,Gabungan Fitur,10
RGB_rgb_CLab_G/Bratio,Bagging SVM,0.6167312241061932,0.6519165789692263,0.6167312241061932,0.6259768918666259,0.5863762376237623,0.6255996155705412,0.5863762376237623,0.5938797545551739,"R, G, B, r, g, b, G/Bratio, cL, ca, cb",12.49,Gabungan Fitur,10
HSV_CLab_R/Gratio,Bagging SVM,0.6065925085847228,0.6414739787155581,0.6065925085847228,0.617436640875092,0.5843960396039604,0.6229310874274805,0.5843960396039604,0.5936571940335151,"R/Gratio, H, S, V, cL, ca, cb",12.37,Gabungan Fitur,7
RGB_rgb_HSV_CLab_G/Bratio,Bagging SVM,0.6161817775597532,0.6504232434841084,0.6161817775597532,0.6257984219030155,0.5834257425742575,0.6246309631532716,0.5834257425742575,0.5921842136404599,"R, G, B, r, g, b, G/Bratio, H, S, V, cL, ca, cb",13.01,Gabungan Fitur,13
HSV_CLab,Bagging SVM,0.6019631937597444,0.6400858972070803,0.6019631937597444,0.6137817186753105,0.5834059405940595,0.6273615976839607,0.5834059405940595,0.5940766567798096,"H, S, V, cL, ca, cb",12.0,Gabungan Fitur,6
HSV_CLab_G/Bratio,Bagging SVM,0.6039476368334394,0.6430508818118312,0.6039476368334394,0.6161893698121149,0.5824257425742575,0.6273637055210258,0.5824257425742575,0.5936655015350565,"G/Bratio, H, S, V, cL, ca, cb",12.39,Gabungan Fitur,7
RGB_rgb_HSV_G/Bratio,Bagging SVM,0.6193782815011973,0.6529018025947323,0.6193782815011973,0.6283567333069147,0.5824257425742575,0.6193991752971609,0.5824257425742575,0.5900778836406129,"R, G, B, r, g, b, G/Bratio, H, S, V",12.59,Gabungan Fitur,10
RGB,Bagging SVM,0.6175034848874879,0.6487509081476346,0.6175034848874879,0.6238382192109064,0.5823762376237623,0.6195372606868409,0.5823762376237623,0.5884155712250165,"R, G, B",11.58,Gabungan Fitur,3
rgb,Bagging SVM,0.6175034848874879,0.6487509081476346,0.6175034848874879,0.6238382192109064,0.5823762376237623,0.6195372606868409,0.5823762376237623,0.5884155712250165,"r, g, b",11.42,Gabungan Fitur,3
RGB_rgb,Bagging SVM,0.6175034848874879,0.6487509081476346,0.6175034848874879,0.6238382192109064,0.5823762376237623,0.6195372606868409,0.5823762376237623,0.5884155712250165,"R, G, B, r, g, b",11.99,Gabungan Fitur,6
CLab_R/Gratio_G/Bratio,Bagging SVM,0.6061519799503616,0.6414602476352924,0.6061519799503616,0.6169941988057566,0.5814455445544555,0.6209671969699684,0.5814455445544555,0.5913546114737664,"R/Gratio, G/Bratio, cL, ca, cb",12.0,Gabungan Fitur,5
HSV_R/Gratio,Bagging SVM,0.6076951658417885,0.6385857832001112,0.6076951658417885,0.6168719052481979,0.5814257425742575,0.6207491034573762,0.5814257425742575,0.5888990342833186,"R/Gratio, H, S, V",12.16,Gabungan Fitur,4
CLab_R/Gratio,Bagging SVM,0.6059306228113207,0.638037209253288,0.6059306228113207,0.6160363963540809,0.5814257425742575,0.6179980690480786,0.5814257425742575,0.5903076078265224,"R/Gratio, cL, ca, cb",12.35,Gabungan Fitur,4
RGB_rgb_CLab,Bagging SVM,0.6184960099859633,0.6497368887436102,0.6184960099859633,0.6264243644702695,0.5813762376237623,0.6163590694862948,0.5813762376237623,0.5881621495838911,"R, G, B, r, g, b, cL, ca, cb",12.28,Gabungan Fitur,9
RGB_rgb_HSV,Bagging SVM,0.616953309793141,0.6472181068951889,0.616953309793141,0.6243628221335832,0.5804059405940595,0.613879311595913,0.5804059405940595,0.5862466317131163,"R, G, B, r, g, b, H, S, V",12.47,Gabungan Fitur,9
HSV_R/Gratio_G/Bratio,Bagging SVM,0.6020738116169392,0.6357559974938821,0.6020738116169392,0.6124003098001575,0.5794851485148516,0.6161537165188851,0.5794851485148516,0.5882966180313187,"R/Gratio, G/Bratio, H, S, V",12.1,Gabungan Fitur,5
RGB_CLab_G/Bratio,Bagging SVM,0.612214591357479,0.6486096129578042,0.612214591357479,0.6223423771683494,0.5784455445544555,0.6201734464642781,0.5784455445544555,0.5873730311424551,"R, G, B, G/Bratio, cL, ca, cb",12.07,Gabungan Fitur,7
rgb_CLab_G/Bratio,Bagging SVM,0.612214591357479,0.6486096129578042,0.612214591357479,0.6223423771683494,0.5784455445544555,0.6201734464642781,0.5784455445544555,0.5873730311424551,"r, g, b, G/Bratio, cL, ca, cb",11.99,Gabungan Fitur,7
RGB_rgb_HSV_CLab,Bagging SVM,0.615190345283138,0.6486398559520283,0.615190345283138,0.6243475031360578,0.5784158415841584,0.6152439104072862,0.5784158415841584,0.5864622610731197,"R, G, B, r, g, b, H, S, V, cL, ca, cb",12.92,Gabungan Fitur,12
RGB_HSV,Bagging SVM,0.6165120526108729,0.6479528892543466,0.6165120526108729,0.6250422339543825,0.5774455445544555,0.6155588006497149,0.5774455445544555,0.584794478751577,"R, G, B, H, S, V",12.15,Gabungan Fitur,6
rgb_HSV,Bagging SVM,0.6165120526108729,0.6479528892543466,0.6165120526108729,0.6250422339543825,0.5774455445544555,0.6155588006497149,0.5774455445544555,0.584794478751577,"r, g, b, H, S, V",12.09,Gabungan Fitur,6
RGB_CLab,Bagging SVM,0.6116615020715046,0.6449398898805127,0.6116615020715046,0.6208715597023989,0.5764257425742575,0.6149402915533078,0.5764257425742575,0.5842336763454515,"R, G, B, cL, ca, cb",12.01,Gabungan Fitur,6
rgb_CLab,Bagging SVM,0.6116615020715046,0.6449398898805127,0.6116615020715046,0.6208715597023989,0.5764257425742575,0.6149402915533078,0.5764257425742575,0.5842336763454515,"r, g, b, cL, ca, cb",11.9,Gabungan Fitur,6
RGB_HSV_CLab,Bagging SVM,0.611662837742667,0.6465400613227172,0.611662837742667,0.6218302203954322,0.5754455445544555,0.6152469053299218,0.5754455445544555,0.5841832864399685,"R, G, B, H, S, V, cL, ca, cb",12.52,Gabungan Fitur,9
rgb_HSV_CLab,Bagging SVM,0.611662837742667,0.6465400613227172,0.611662837742667,0.6218302203954322,0.5754455445544555,0.6152469053299218,0.5754455445544555,0.5841832864399685,"r, g, b, H, S, V, cL, ca, cb",12.49,Gabungan Fitur,9
CLab_G/Bratio,Bagging SVM,0.6016314616128108,0.6364759371819593,0.6016314616128108,0.6112742694032333,0.5724950495049506,0.6092757635336932,0.5724950495049506,0.5804059987338807,"G/Bratio, cL, ca, cb",12.23,Gabungan Fitur,4
CLab,Bagging SVM,0.5975528075807839,0.6325397548944891,0.5975528075807839,0.607439829995497,0.5704950495049504,0.6091016300420712,0.5704950495049504,0.5785099590365759,"cL, ca, cb",11.66,Gabungan Fitur,3
HSV_G/Bratio,Bagging SVM,0.5947990179174215,0.6295839121386311,0.5947990179174215,0.605297888899593,0.5685544554455446,0.6023822880661904,0.5685544554455446,0.5768965875408189,"G/Bratio, H, S, V",12.42,Gabungan Fitur,4
HSV,Bagging SVM,0.5933651142120269,0.6309795759317945,0.5933651142120269,0.6045062036680766,0.5645841584158415,0.6060808678129173,0.5645841584158415,0.573835267739946,"H, S, V",11.66,Gabungan Fitur,3
R/Gratio_G/Bratio,Bagging SVM,0.49184475615501555,0.5175330716693952,0.49184475615501555,0.4882073356222369,0.4703366336633663,0.49004253360344474,0.4703366336633663,0.46534913607292683,"R/Gratio, G/Bratio",12.65,Gabungan Fitur,2
G/Bratio,Bagging SVM,0.4447759472337037,0.42608755361413325,0.4447759472337037,0.4177787136988533,0.4385643564356436,0.41724569516916177,0.4385643564356436,0.41004336426566346,G/Bratio,12.09,Gabungan Fitur,1
R/Gratio,Bagging SVM,0.3348778953708066,0.2916538396420137,0.3348778953708066,0.2873472033950136,0.32250495049504946,0.24732187670257053,0.32250495049504946,0.27426906309244264,R/Gratio,12.95,Gabungan Fitur,1
