Feature Group,Model,Fold,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Val Accuracy,Val Precision,Val Recall,Val F1-Score,Duration (s)
AdaBoost_DT_Best,AdaBoost DT,Average,0.8296954912598536,0.8380691224804151,0.8296954912598536,0.8282283352207755,0.7262178217821782,0.7351730986458413,0.7262178217821782,0.7222355493091523,0.17674219608306885
AdaBoost_DT_Best,AdaBoost DT,1,0.824696802646086,0.8339766510048797,0.824696802646086,0.8232143908211659,0.7722772277227723,0.7805972816961331,0.7722772277227723,0.7686521311705639,0.18357229232788086
AdaBoost_DT_Best,AdaBoost DT,2,0.8313120176405733,0.8398532981306278,0.8313120176405733,0.8302011805609019,0.7227722772277227,0.7192252119948837,0.7227722772277227,0.7151392062283152,0.17405033111572266
AdaBoost_DT_Best,AdaBoost DT,3,0.824696802646086,0.835386851667901,0.824696802646086,0.8231877032458577,0.7821782178217822,0.7836524861277337,0.7821782178217822,0.7801230541249282,0.1883089542388916
AdaBoost_DT_Best,AdaBoost DT,4,0.8335170893054025,0.8394776322808966,0.8335170893054025,0.8321105835749436,0.6336633663366337,0.628673393655155,0.6336633663366337,0.6261549216513007,0.1739823818206787
AdaBoost_DT_Best,AdaBoost DT,5,0.8313120176405733,0.8393249595066502,0.8313120176405733,0.8304392718710406,0.6633663366336634,0.6777782025306779,0.6633663366336634,0.6610627681055478,0.173689603805542
AdaBoost_DT_Best,AdaBoost DT,6,0.834619625137817,0.842960663370433,0.834619625137817,0.832561431742205,0.7227722772277227,0.7536276626335787,0.7227722772277227,0.7226905835967528,0.17639946937561035
AdaBoost_DT_Best,AdaBoost DT,7,0.8235942668136714,0.8329853018717475,0.8235942668136714,0.8220550263541525,0.7722772277227723,0.7786255096097845,0.7722772277227723,0.7701398953454668,0.16995644569396973
AdaBoost_DT_Best,AdaBoost DT,8,0.8313120176405733,0.8380341520132274,0.8313120176405733,0.8295484280663106,0.7128712871287128,0.7179632248939178,0.7128712871287128,0.7121546393769811,0.1798708438873291
AdaBoost_DT_Best,AdaBoost DT,9,0.8325991189427313,0.8414332733333975,0.8325991189427313,0.8312008667288109,0.74,0.7613978494623654,0.74,0.731489467849224,0.17450785636901855
AdaBoost_DT_Best,AdaBoost DT,10,0.829295154185022,0.8372584416243899,0.829295154185022,0.8277644692423678,0.74,0.7501901638541832,0.74,0.7347488256424427,0.17308378219604492
