Feature Group,Model,Fold,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Val Accuracy,Val Precision,Val Recall,Val F1-Score,Duration (s)
ANN_Best,ANN,Average,0.7942013657844761,0.8017362139173674,0.7942013657844761,0.7929888165248086,0.7251980198019802,0.7337940353361749,0.7251980198019802,0.7229408166302906,3.696955418586731
ANN_Best,ANN,1,0.794928335170893,0.8042799988705664,0.794928335170893,0.793446525485158,0.7425742574257426,0.7461601768162297,0.7425742574257426,0.7386091848051202,3.7913970947265625
ANN_Best,ANN,2,0.7839029768467475,0.793794616621316,0.7839029768467475,0.7835295710796422,0.7524752475247525,0.7526315656775762,0.7524752475247525,0.7490563572486281,3.0417518615722656
ANN_Best,ANN,3,0.7816979051819184,0.7899852176642698,0.7816979051819184,0.7812590031240652,0.7227722772277227,0.7266638242771645,0.7227722772277227,0.7190679723710076,2.723422050476074
ANN_Best,ANN,4,0.8037486218302095,0.80770131357386,0.8037486218302095,0.8025743870609314,0.6732673267326733,0.670876318401071,0.6732673267326733,0.6681329572729191,4.2087671756744385
ANN_Best,ANN,5,0.802646085997795,0.8111878558166631,0.802646085997795,0.8014110290259417,0.693069306930693,0.7047256196207856,0.693069306930693,0.6927724326592786,4.5503668785095215
ANN_Best,ANN,6,0.7938257993384785,0.8019666796708347,0.7938257993384785,0.7922608825759386,0.7623762376237624,0.783324648254299,0.7623762376237624,0.7651600980993621,3.783815622329712
ANN_Best,ANN,7,0.7905181918412348,0.7967319931968916,0.7905181918412348,0.7884814440640544,0.7821782178217822,0.7928134656967023,0.7821782178217822,0.7802984394424346,3.7880210876464844
ANN_Best,ANN,8,0.7971334068357222,0.8034289814902911,0.7971334068357222,0.7962605953236829,0.6732673267326733,0.6853035614120419,0.6732673267326733,0.6768061317001266,4.084628343582153
ANN_Best,ANN,9,0.8006607929515418,0.8071719042318649,0.8006607929515418,0.7996791378726048,0.71,0.7249150326797386,0.71,0.7045915602013163,3.3878276348114014
ANN_Best,ANN,10,0.7929515418502202,0.8011135780371154,0.7929515418502202,0.7909855896360651,0.74,0.7505261405261404,0.74,0.734913032502713,3.6095564365386963
