Feature Group,Model,Train Accuracy,Train Precision,Train Recall,Train F1-Score,Test Accuracy,Test Precision,Test Recall,Test F1-Score,Selected Features,Processing Time (s)
RGB_HSV_CLab_R/Gratio_G/Bratio,ANN,0.7996033056647027,0.8098287969965714,0.7996033056647027,0.7991380820828067,0.7281485148514851,0.742107633177131,0.7281485148514851,0.7265679536621648,"R, G, B, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",22.74
rgb_HSV_CLab_R/Gratio_G/Bratio,ANN,0.7996033056647027,0.8098287969965714,0.7996033056647027,0.7991380820828067,0.7281485148514851,0.742107633177131,0.7281485148514851,0.7265679536621648,"r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",22.32
RGB_R/Gratio,ANN,0.7932102977818145,0.8072532139392689,0.7932102977818145,0.7931526572579017,0.7271584158415841,0.7433793741777799,0.7271584158415841,0.7261902834521237,"R, G, B, R/Gratio",27.9
rgb_R/Gratio,ANN,0.7932102977818145,0.8072532139392689,0.7932102977818145,0.7931526572579017,0.7271584158415841,0.7433793741777799,0.7271584158415841,0.7261902834521237,"r, g, b, R/Gratio",27.58
RGB_CLab_G/Bratio,ANN,0.7853839933167872,0.7947779272346363,0.7853839933167872,0.7846276363057592,0.7271485148514851,0.7386618331073093,0.7271485148514851,0.7250147308865427,"R, G, B, G/Bratio, cL, ca, cb",22.52
rgb_CLab_G/Bratio,ANN,0.7853839933167872,0.7947779272346363,0.7853839933167872,0.7846276363057592,0.7271485148514851,0.7386618331073093,0.7271485148514851,0.7250147308865427,"r, g, b, G/Bratio, cL, ca, cb",22.44
RGB_CLab_R/Gratio_G/Bratio,ANN,0.7976183768924031,0.8086451472604217,0.7976183768924031,0.7969502238052597,0.7262079207920792,0.7369951661174946,0.7262079207920792,0.7248880212741832,"R, G, B, R/Gratio, G/Bratio, cL, ca, cb",21.92
rgb_CLab_R/Gratio_G/Bratio,ANN,0.7976183768924031,0.8086451472604217,0.7976183768924031,0.7969502238052597,0.7262079207920792,0.7369951661174946,0.7262079207920792,0.7248880212741832,"r, g, b, R/Gratio, G/Bratio, cL, ca, cb",22.23
CLab_R/Gratio_G/Bratio,ANN,0.7946442014872092,0.8040533517925053,0.7946442014872092,0.793823560422123,0.7261980198019803,0.739076348517723,0.7261980198019803,0.7242408862335322,"R/Gratio, G/Bratio, cL, ca, cb",26.1
RGB_rgb_HSV_R/Gratio_G/Bratio,ANN,0.798610537716925,0.8091245519906135,0.798610537716925,0.7980463114711234,0.7261584158415841,0.7377695276574109,0.7261584158415841,0.7240549459728916,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V",21.3
RGB_HSV_R/Gratio_G/Bratio,ANN,0.7986102948676229,0.8083824168876147,0.7986102948676229,0.7976750253623147,0.7252178217821783,0.7340621577933255,0.7252178217821783,0.7230603060385238,"R, G, B, R/Gratio, G/Bratio, H, S, V",25.54
rgb_HSV_R/Gratio_G/Bratio,ANN,0.7986102948676229,0.8083824168876147,0.7986102948676229,0.7976750253623147,0.7252178217821783,0.7340621577933255,0.7252178217821783,0.7230603060385238,"r, g, b, R/Gratio, G/Bratio, H, S, V",25.33
RGB_rgb_G/Bratio,ANN,0.7864855577519926,0.7980778759357027,0.7864855577519926,0.7863547847254081,0.7251782178217823,0.7366027348465362,0.7251782178217823,0.7237587290951966,"R, G, B, r, g, b, G/Bratio",21.87
RGB_CLab_R/Gratio,ANN,0.7970677160994516,0.8065409503028208,0.7970677160994516,0.7964001389421341,0.7251782178217822,0.736946414428229,0.7251782178217822,0.7230714466654342,"R, G, B, R/Gratio, cL, ca, cb",24.11
rgb_CLab_R/Gratio,ANN,0.7970677160994516,0.8065409503028208,0.7970677160994516,0.7964001389421341,0.7251782178217822,0.736946414428229,0.7251782178217822,0.7230714466654342,"r, g, b, R/Gratio, cL, ca, cb",23.98
RGB_rgb_CLab,ANN,0.7944211444030521,0.803725877795847,0.7944211444030521,0.794120395501453,0.7251683168316831,0.7335678682315467,0.7251683168316831,0.7233390252568992,"R, G, B, r, g, b, cL, ca, cb",21.78
RGB_rgb_CLab_R/Gratio_G/Bratio,ANN,0.7913385367843838,0.800498969667322,0.7913385367843838,0.7910066569998709,0.7242079207920792,0.7385890256492393,0.7242079207920792,0.7219598677044644,"R, G, B, r, g, b, R/Gratio, G/Bratio, cL, ca, cb",20.22
CLab_R/Gratio,ANN,0.7967373196236808,0.8049338736293263,0.7967373196236808,0.7962239053566809,0.7241881188118812,0.7366533224140663,0.7241881188118812,0.7225758629239939,"R/Gratio, cL, ca, cb",29.58
RGB_rgb_HSV,ANN,0.798170130507215,0.8083785115447981,0.798170130507215,0.797872126738024,0.7241782178217822,0.7337817821314978,0.7241782178217822,0.722514422573731,"R, G, B, r, g, b, H, S, V",22.32
RGB_rgb_R/Gratio,ANN,0.790453958200778,0.8024425332813641,0.790453958200778,0.7900888147327455,0.7231980198019802,0.7384302900176317,0.7231980198019802,0.7218806721158887,"R, G, B, r, g, b, R/Gratio",23.16
RGB,ANN,0.7911152368509246,0.8030818147602217,0.7911152368509246,0.7907463279466272,0.7231881188118812,0.7373139996495224,0.7231881188118812,0.72238280403016,"R, G, B",30.2
rgb,ANN,0.7911152368509246,0.8030818147602217,0.7911152368509246,0.7907463279466272,0.7231881188118812,0.7373139996495224,0.7231881188118812,0.72238280403016,"r, g, b",29.59
RGB_R/Gratio_G/Bratio,ANN,0.7945326122328049,0.804810487574092,0.7945326122328049,0.7940685248362479,0.7222376237623763,0.734501055022687,0.7222376237623763,0.720042014519807,"R, G, B, R/Gratio, G/Bratio",25.93
rgb_R/Gratio_G/Bratio,ANN,0.7945326122328049,0.804810487574092,0.7945326122328049,0.7940685248362479,0.7222376237623763,0.734501055022687,0.7222376237623763,0.720042014519807,"r, g, b, R/Gratio, G/Bratio",25.8
RGB_rgb_R/Gratio_G/Bratio,ANN,0.7927675835037326,0.8041314364849189,0.7927675835037326,0.7922841452367272,0.7222376237623762,0.7329223438597852,0.7222376237623762,0.7199634960519873,"R, G, B, r, g, b, R/Gratio, G/Bratio",21.46
RGB_rgb,ANN,0.78758627221464,0.79950868735277,0.78758627221464,0.7872442299096934,0.7222178217821782,0.7357041787599227,0.7222178217821782,0.7204984374469648,"R, G, B, r, g, b",23.5
Full,ANN,0.796957341091559,0.8068583913719924,0.796957341091559,0.7964949122508923,0.7212277227722772,0.7337272289917994,0.7212277227722772,0.7193526643345891,"R, G, B, r, g, b, R/Gratio, G/Bratio, H, S, V, cL, ca, cb",24.34
RGB_rgb_CLab_R/Gratio,ANN,0.7897914653041201,0.8004286430647973,0.7897914653041201,0.789499788280041,0.7212079207920792,0.7335964142051697,0.7212079207920792,0.7201327554202652,"R, G, B, r, g, b, R/Gratio, cL, ca, cb",20.33
